"Region","Year","Age Range","Illicit Drug Use","Measure Type","Variable","Value"
"Northwestern Region","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","4.41"
"Northwestern Region","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.69116071428571"
"Northwestern Region","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.49"
"Northwestern Region","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.793125"
"Northwestern Region","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.00"
"Northwestern Region","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.965178571428572"
"Northwestern Region","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","7.28"
"Northwestern Region","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.261875"
"Northwestern Region","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.67"
"Northwestern Region","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.86741071428571"
"Northwestern Region","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.66"
"Northwestern Region","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","1.11205357142857"
"Northwestern Region","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","5.86"
"Northwestern Region","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.92616071428571"
"Northwestern Region","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","11.57"
"Northwestern Region","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.69410714285714"
"Northwestern Region","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.92"
"Northwestern Region","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.29669642857143"
"Northwestern Region","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","6.73"
"Northwestern Region","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","2.48428571428571"
"Northwestern Region","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","9.26"
"Northwestern Region","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","2.85776785714286"
"Northwestern Region","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","*"
"Northwestern Region","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",-9999
"Northwestern Region","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","8.35"
"Northwestern Region","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","2.75705357142857"
"Northwestern Region","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.95"
"Northwestern Region","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.625267857142857"
"Northwestern Region","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.57"
"Northwestern Region","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.696607142857143"
"Northwestern Region","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.36"
"Northwestern Region","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.22830357142857"
"Northwestern Region","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.58"
"Northwestern Region","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.17919642857143"
"Northwestern Region","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.31"
"Northwestern Region","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.541339285714286"
"Northwestern Region","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.66"
"Northwestern Region","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.654642857142857"
"Northwestern Region","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","7.22"
"Northwestern Region","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.08982142857143"
"Northwestern Region","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.93"
"Northwestern Region","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.16241071428571"
"Northwestern Region","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.83909288"
"Northwestern Region","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.697888379642857"
"Northwestern Region","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","3.41304757"
"Northwestern Region","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.10562426517857"
"Northwestern Region","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.44504305"
"Northwestern Region","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.20630349669643"
"Northwestern Region","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.69009432"
"Northwestern Region","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.07940907517857"
"Northwestern Region","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","6.2955919"
"Northwestern Region","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","2.17632509642857"
"Northwestern Region","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","8.30867301"
"Northwestern Region","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","2.45364659053571"
"Northwestern Region","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use",-9999
"Northwestern Region","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error",-9999
"Northwestern Region","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","6.47509858"
"Northwestern Region","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","2.17364901294643"
"Northwestern Region","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.74582085"
"Northwestern Region","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.517268881964286"
"Northwestern Region","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.3370414"
"Northwestern Region","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.654353089553572"
"Northwestern Region","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","8.4705768"
"Northwestern Region","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.93018340651786"
"Northwestern Region","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.57518045"
"Northwestern Region","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.838125389196429"
"Northwestern Region","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.11413405"
"Northwestern Region","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.452738423303571"
"Northwestern Region","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.50809812"
"Northwestern Region","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.603576446517857"
"Northwestern Region","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","6.45995345"
"Northwestern Region","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.85436792473214"
"Northwestern Region","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.03178905"
"Northwestern Region","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.828930237857143"
"South Central Region","2004-2006","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","3.08"
"South Central Region","2004-2006","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","1.15401785714286"
"South Central Region","2004-2006","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","4.78"
"South Central Region","2004-2006","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.60303571428571"
"South Central Region","2004-2006","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","10.88"
"South Central Region","2004-2006","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.49267857142857"
"South Central Region","2004-2006","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","4.22"
"South Central Region","2004-2006","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.37223214285714"
"South Central Region","2004-2006","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","7.93"
"South Central Region","2004-2006","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","2.63955357142857"
"South Central Region","2004-2006","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","10.82"
"South Central Region","2004-2006","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","2.98366071428571"
"South Central Region","2004-2006","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","25.48"
"South Central Region","2004-2006","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","4.376875"
"South Central Region","2004-2006","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","10.25"
"South Central Region","2004-2006","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","3.00464285714286"
"South Central Region","2004-2006","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.11"
"South Central Region","2004-2006","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.679821428571428"
"South Central Region","2004-2006","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.69"
"South Central Region","2004-2006","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.793125"
"South Central Region","2004-2006","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.15"
"South Central Region","2004-2006","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.82964285714286"
"South Central Region","2004-2006","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.43"
"South Central Region","2004-2006","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.990357142857143"
"South Central Region","2004-2006","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.18"
"South Central Region","2004-2006","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.604285714285714"
"South Central Region","2004-2006","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.39"
"South Central Region","2004-2006","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.725982142857143"
"South Central Region","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","6.54"
"South Central Region","2004-2006","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.90517857142857"
"South Central Region","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.35"
"South Central Region","2004-2006","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.973571428571429"
"South Central Region","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.57"
"South Central Region","2006-2008","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.868660714285714"
"South Central Region","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","4.31"
"South Central Region","2006-2008","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.20857142857143"
"South Central Region","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.37"
"South Central Region","2006-2008","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.09821428571429"
"South Central Region","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.90"
"South Central Region","2006-2008","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.08267857142857"
"South Central Region","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","6.71"
"South Central Region","2006-2008","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","2.14857142857143"
"South Central Region","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","9.96"
"South Central Region","2006-2008","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","2.63955357142857"
"South Central Region","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","21.31"
"South Central Region","2006-2008","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","3.85651785714286"
"South Central Region","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","7.07"
"South Central Region","2006-2008","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.88"
"South Central Region","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.92"
"South Central Region","2006-2008","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.629464285714286"
"South Central Region","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.76"
"South Central Region","2006-2008","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.801517857142857"
"South Central Region","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","7.72"
"South Central Region","2006-2008","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.59464285714286"
"South Central Region","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.99"
"South Central Region","2006-2008","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.88125"
"South Central Region","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.15"
"South Central Region","2006-2008","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.537142857142857"
"South Central Region","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.60"
"South Central Region","2006-2008","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.696607142857143"
"South Central Region","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","5.53"
"South Central Region","2006-2008","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","1.54008928571429"
"South Central Region","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.33"
"South Central Region","2006-2008","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.906428571428572"
"South Central Region","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.35"
"South Central Region","2008-2010","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","1.16660714285714"
"South Central Region","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","4.52"
"South Central Region","2008-2010","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.53169642857143"
"South Central Region","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","11.65"
"South Central Region","2008-2010","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.61857142857143"
"South Central Region","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","4.56"
"South Central Region","2008-2010","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.27571428571429"
"South Central Region","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","6.58"
"South Central Region","2008-2010","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","1.78348214285714"
"South Central Region","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","9.66"
"South Central Region","2008-2010","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","2.31223214285714"
"South Central Region","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","26.80"
"South Central Region","2008-2010","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","3.99080357142857"
"South Central Region","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","8.48"
"South Central Region","2008-2010","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","2.06044642857143"
"South Central Region","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.08"
"South Central Region","2008-2010","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.675625"
"South Central Region","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.99"
"South Central Region","2008-2010","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.885446428571429"
"South Central Region","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.91"
"South Central Region","2008-2010","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.04366071428571"
"South Central Region","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.77"
"South Central Region","2008-2010","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.35964285714286"
"South Central Region","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.35"
"South Central Region","2008-2010","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.650446428571429"
"South Central Region","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.90"
"South Central Region","2008-2010","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.860267857142857"
"South Central Region","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","7.16"
"South Central Region","2008-2010","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.09401785714286"
"South Central Region","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.00"
"South Central Region","2008-2010","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.50651785714286"
"South Central Region","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.71"
"South Central Region","2010-2012","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","1.03651785714286"
"South Central Region","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","4.93"
"South Central Region","2010-2012","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.59464285714286"
"South Central Region","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","12.25"
"South Central Region","2010-2012","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.74866071428571"
"South Central Region","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.75"
"South Central Region","2010-2012","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.25473214285714"
"South Central Region","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","6.59"
"South Central Region","2010-2012","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","2.03946428571429"
"South Central Region","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","8.34"
"South Central Region","2010-2012","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","2.320625"
"South Central Region","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","31.25"
"South Central Region","2010-2012","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","4.73776785714286"
"South Central Region","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","9.08"
"South Central Region","2010-2012","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","2.31642857142857"
"South Central Region","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","2.23"
"South Central Region","2010-2012","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.654642857142857"
"South Central Region","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.85"
"South Central Region","2010-2012","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.738571428571428"
"South Central Region","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","11.79"
"South Central Region","2010-2012","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.144375"
"South Central Region","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.8"
"South Central Region","2010-2012","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.10366071428571"
"South Central Region","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.53"
"South Central Region","2010-2012","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.608482142857143"
"South Central Region","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.96"
"South Central Region","2010-2012","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.725982142857143"
"South Central Region","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","8.63"
"South Central Region","2010-2012","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.16955357142857"
"South Central Region","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.95"
"South Central Region","2010-2012","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.11205357142857"
"South Central Region","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.83658967"
"South Central Region","2012-2014","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.674637874107143"
"South Central Region","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","3.3398648"
"South Central Region","2012-2014","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","1.14330949883929"
"South Central Region","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","10.50746773"
"South Central Region","2012-2014","12-17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.34617109883929"
"South Central Region","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.79893858"
"South Central Region","2012-2014","12-17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","1.06291933080357"
"South Central Region","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","6.39069889"
"South Central Region","2012-2014","18-25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","1.95708905589286"
"South Central Region","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","8.33962758"
"South Central Region","2012-2014","18-25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","2.27279776642857"
"South Central Region","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","29.50352808"
"South Central Region","2012-2014","18-25","Illicit Drug Use in the Past Month","Percent","Margins of Error","4.72469590660714"
"South Central Region","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","6.71851888"
"South Central Region","2012-2014","18-25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","2.01415731616071"
"South Central Region","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.99351678"
"South Central Region","2012-2014","Over 17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.557596925625"
"South Central Region","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","2.61977713"
"South Central Region","2012-2014","Over 17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.684089532142857"
"South Central Region","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","12.01783973"
"South Central Region","2012-2014","Over 17","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.20422939928571"
"South Central Region","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","3.06173211"
"South Central Region","2012-2014","Over 17","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.960072248035714"
"South Central Region","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","1.27267428"
"South Central Region","2012-2014","Over 25","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","0.5005576375"
"South Central Region","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","1.68209612"
"South Central Region","2012-2014","Over 25","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","0.625410095089286"
"South Central Region","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.15126626"
"South Central Region","2012-2014","Over 25","Illicit Drug Use in the Past Month","Percent","Margins of Error","2.21899799526786"
"South Central Region","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Illicit Drug Use","2.4617492"
"South Central Region","2012-2014","Over 25","Illicit Drug Use Other Than Marijuana in the Past Month","Percent","Margins of Error","0.991188421785714"
"Southwest Region","2004-2006","12-17","Illicit Drug Dependence in the Past Year","Percent","Illicit Drug Use","3.51"
"Southwest Region","2004-2006","12-17","Illicit Drug Dependence in the Past Year","Percent","Margins of Error","1.34705357142857"
"Southwest Region","2004-2006","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Illicit Drug Use","6.19"
"Southwest Region","2004-2006","12-17","Illicit Drug Dependence or Abuse in the Past Year","Percent","Margins of Error","2.06464285714286"
"Southwest Region","2004-2006","12-17","Illicit Drug Use in the Past Month","Percent","Illicit Drug Use","9.86"
